id,province_code,city_code,district_code,district,created_at,updated_at
5392,12,1209,120920,KOTA KISARAN TIMUR,,
5393,33,3319,331902,KOTA KUDUS,,
5394,95,9501,950131,PIRAMID,,
5395,12,1203,120301,ANGKOLA BARAT,,
5396,63,6308,630806,AMUNTAI UTARA,,
5397,71,7105,710510,AMURANG,,
5398,71,7105,710517,AMURANG BARAT,,
5399,71,7105,710518,AMURANG TIMUR,,
5400,11,1113,111302,KUTAPANJANG,,
5401,18,1802,180227,ANAK RATU AJI,,
5402,18,1802,180221,ANAK TUHA,,
5403,53,5371,537106,KOTA LAMA,,
5404,17,1701,170105,KOTA MANNA,,
5405,33,3309,330916,ANDONG,,
5406,74,7405,740525,ANDOOLO BARAT,,
5407,74,7409,740909,ANDOWIA,,
5408,12,1203,120331,ANGKOLA SANGKUNUR,,
5409,12,1203,120306,ANGKOLA SELATAN,,
5410,12,1203,120303,ANGKOLA TIMUR,,
5411,33,3303,330307,KUTASARI,,
5412,73,7324,732405,ANGKONA,,
5413,36,3601,360107,ANGSANA,,
5414,11,1173,117302,BANDA SAKTI,,
5415,33,3325,332502,BANDAR,,
5416,11,1117,111704,BANDAR,,
5417,35,3501,350108,BANDAR,,
5418,81,8101,810117,KOTA MASOHI,,
5419,74,7402,740224,ANGGABERI,,
5420,63,6302,630213,PAMUKAN UTARA,,
5421,64,6402,640204,ANGGANA,,
5422,72,7201,720105,LAMALA,,
5423,73,7316,731604,ANGGERAJA,,
5424,92,9212,921201,ANGGI,,
5425,92,9212,921202,ANGGI GIDA,,
5426,75,7505,750503,ANGGREK,,
5427,95,9503,950302,ANGGRUK,,
5428,91,9105,910504,ANGKAISERA,,
5429,76,7604,760413,ANREAPI,,
5430,12,1208,120823,BANDAR,,
5431,35,3523,352303,BANGILAN,,
5432,18,1807,180706,BATANGHARI,,
5433,62,6209,620901,LAMANDAU,,
5434,18,1807,180713,BATANGHARI NUBAN,,
5435,95,9504,950409,PANAGA,,
5436,74,7406,740605,KABAENA,,
5437,74,7406,740614,KABAENA BARAT,,
5438,16,1674,167406,PRABUMULIH SELATAN,,
5439,93,9301,930113,ANIMHA,,
5440,32,3212,321223,ANJATAN,,
5441,74,7406,740613,KABAENA SELATAN,,
5442,74,7406,740616,KABAENA TENGAH,,
5443,74,7406,740606,KABAENA TIMUR,,
5444,73,7317,731709,LAMASI,,
5445,92,9203,920313,ARGUNI,,
5446,93,9302,930209,ARIMOP,,
5447,35,3509,350922,ARJASA,,
5448,35,3512,351211,ARJASA,,
5449,35,3529,352924,ARJASA,,
5450,32,3204,320416,ARJASARI,,
5451,74,7406,740615,KABAENA UTARA,,
5452,32,3202,320219,KABANDUNGAN,,
5453,74,7403,740323,KABANGKA,,
5454,12,1206,120601,KABANJAHE,,
5455,73,7317,731718,LAMASI TIMUR,,
5456,71,7104,710406,KABARUAN,,
5457,35,3510,351014,KABAT,,
5458,74,7403,740324,KABAWO,,
5459,61,6102,610216,ANJONGAN,,
5460,62,6201,620102,ARUT SELATAN,,
5461,62,6201,620104,ARUT UTARA,,
5462,52,5272,527203,ASAKOTA,,
5463,13,1310,131010,ASAM JUJUHAN,,
5464,32,3275,327507,BANTARGEBANG,,
5465,32,3206,320608,BANTARKALONG,,
5466,53,5319,531903,LAMBA LEDA,,
5467,33,3329,332902,BANTARKAWUNG,,
5468,33,3301,330120,BANTARSARI,,
5469,32,3210,321002,BANTARUJEG,,
5470,73,7309,730903,BANTIMURUNG,,
5471,32,3215,321524,BANYUSARI,,
5472,16,1674,167405,PRABUMULIH UTARA,,
5473,36,3604,360430,ANYAR,,
5474,95,9506,950602,APALAPSILI,,
5475,91,9110,911009,APAWER HULU,,
5476,95,9503,950344,KABIANGGAMA,,
5477,53,5319,531902,LAMBA LEDA SELATAN,,
5478,17,1706,170602,KOTA MUKOMUKO,,
5479,33,3306,330607,BANYUURIP,,
5480,76,7603,760302,ARALLE,,
5481,35,3510,351016,BANYUWANGI,,
5482,13,1306,130606,BANUHAMPU,,
5483,53,5371,537105,KOTA RAJA,,
5484,92,9206,920604,ARANDAY,,
5485,63,6303,630311,ARANIO,,
5486,32,3273,327324,ARCAMANIK,,
5487,75,7503,750307,BOTUPINGGE,,
5488,53,5319,531908,LAMBA LEDA TIMUR,,
5489,94,9408,940803,BOWOBADO,,
5490,18,1807,180722,BRAJA SELEBAH,,
5491,15,1506,150611,BRAM ITAM,,
5492,52,5207,520707,BRANG ENE,,
5493,52,5207,520705,BRANG REA,,
5494,33,3324,332409,BRANGSONG,,
5495,33,3315,331514,BRATI,,
5496,33,3329,332909,BREBES,,
5497,35,3521,352115,BRINGIN,,
5498,33,3322,332212,BRINGIN,,
5499,53,5319,531911,LAMBA LEDA UTARA,,
5500,35,3524,352407,BRONDONG,,
5501,53,5318,531809,KOTA TAMBOLAKA,,
5502,15,1507,150707,MUARA SABAK BARAT,,
5503,35,3501,350106,ARJOSARI,,
5504,12,1213,121312,MUARA SIPONGI,,
5505,35,3513,351306,BANYUANYAR,,
5506,94,9404,940408,MIMIKA TENGAH,,
5507,82,8271,827102,KOTA TERNATE SELATAN,,
5508,17,1771,177109,SINGARAN PATI,,
5509,63,6303,630307,ASTAMBUL,,
5510,74,7408,740808,LAMBAI,,
5511,14,1409,140903,SINGINGI,,
5512,75,7501,750121,ASPARAGA,,
5513,93,9303,930306,ASSUE,,
5514,94,9403,940322,AWEIDA,,
5515,95,9504,950442,AWEKU,,
5516,14,1409,140908,SINGINGI HILIR,,
5517,61,6172,617202,SINGKAWANG BARAT,,
5518,82,8271,827106,KOTA TERNATE TENGAH,,
5519,11,1110,111013,SINGKOHOR,,
5520,61,6104,610422,SINGKUP,,
5521,33,3305,330510,KUTOWINANGUN,,
5522,95,9507,950716,MOKONI,,
5523,93,9304,930421,ASWI,,
5524,53,5313,531302,ATADEI,,
5525,12,1275,127505,BINJAI SELATAN,,
5526,15,1503,150309,SINGKUT,,
5527,35,3510,351012,SINGOJURUH,,
5528,33,3324,332405,SINGOROJO,,
5529,92,9206,920601,BINTUNI,,
5530,76,7604,760406,BINUANG,,
5531,36,3604,360418,BINUANG,,
5532,81,8107,810707,ARU TENGAH TIMUR,,
5533,16,1607,160701,BANYUASIN I,,
5534,16,1607,160702,BANYUASIN II,,
5535,72,7204,720407,BAOLAN,,
5536,73,7373,737309,BARA,,
5537,63,6307,630706,BARABAI,,
5538,18,1808,180804,BARADATU,,
5539,73,7316,731603,BARAKA,,
5540,35,3575,357503,BUGUL KIDUL,,
5541,96,9601,960147,BUK,,
5542,21,2104,210401,SINGKEP,,
5543,33,3374,337412,GUNUNGPATI,,
5544,21,2104,210404,SINGKEP BARAT,,
5545,75,7505,750501,ATINGGOLA,,
5546,93,9304,930402,ATSJ,,
5547,11,1104,110418,ATU LINTANG,,
5548,13,1375,137503,AUR BIRUGO TIGO BALEH,,
5549,95,9502,950218,AWINBON,,
5550,93,9304,930422,AWYU,,
5551,33,3305,330501,AYAH,,
5552,21,2104,210406,SINGKEP PESISIR,,
5553,21,2104,210409,SINGKEP SELATAN,,
5554,15,1501,150116,SIULAK,,
5555,35,3507,350724,SINGOSARI,,
5556,72,7208,720817,SINIU,,
5557,34,3404,340404,MINGGIR,,
5558,72,7205,720508,BUKAL,,
5559,33,3303,330302,BUKATEJA,,
5560,96,9603,960306,MISOOL TIMUR,,
5561,73,7308,730816,AWANGPONE,,
5562,63,6311,631103,AWAYAN,,
5563,96,9604,960402,MIYAH,,
5564,35,3512,351204,MLANDINGAN,,
5565,81,8107,810704,ARU UTARA,,
5566,35,3502,350208,MLARAK,,
5567,34,3404,340406,MLATI,,
5568,33,3320,332007,MLONGGO,,
5569,82,8271,827103,KOTA TERNATE UTARA,,
5570,74,7405,740517,BUKE,,
5571,96,9605,960516,AYAMARU JAYA,,
5572,96,9605,960515,AYAMARU SELATAN,,
5573,61,6108,610812,BANYUKE HULU,,
5574,62,6271,627102,BUKIT BATU,,
5575,21,2172,217204,BUKIT BESTARI,,
5576,64,6401,640109,BATU ENGAU,,
5577,33,3374,337411,BANYUMANIK,,
5578,95,9502,950226,BATANI,,
5579,96,9603,960325,BATANTA SELATAN,,
5580,96,9603,960320,BATANTA UTARA,,
5581,71,7174,717401,KOTAMOBAGU UTARA,,
5582,35,3517,351704,BARENG,,
5583,15,1508,150811,BATHIN III,,
5584,12,1213,121308,KOTANOPAN,,
5585,12,1222,122201,KOTAPINANG,,
5586,12,1218,121810,KOTARIH,,
5587,14,1407,140712,BATU HAMPAR,,
5588,71,7105,710515,KUMELEMBUAI,,
5589,16,1606,160606,BABAT TOMAN,,
5590,32,3216,321602,BABELAN,,
5591,62,6201,620103,KOTAWARINGIN LAMA,,
5592,11,1110,111004,SINGKIL,,
5593,73,7307,730701,SINJAI BARAT,,
5594,95,9508,950828,MOBA,,
5595,73,7307,730707,SINJAI BORONG,,
5596,96,9605,960509,AYAMARU UTARA,,
5597,96,9605,960519,AYAMARU UTARA TIMUR,,
5598,18,1804,180421,BATU KETULIS,,
5599,96,9603,960324,AYAU,,
5600,93,9304,930418,AYIB,,
5601,11,1102,110206,BABUL MAKMUR,,
5602,11,1103,110304,BIREM BAYEUN,,
5603,53,5307,530716,KOTING,,
5604,13,1312,131208,KOTO BALINGKA,,
5605,13,1310,131001,KOTO BARU,,
5606,15,1572,157207,KOTO BARU,,
5607,13,1310,131011,KOTO BESAR,,
5608,95,9501,950128,MOLAGALOME,,
5609,52,5204,520407,BATU LANTEH,,
5610,62,6209,620906,SEMATU JAYA,,
5611,73,7306,730611,BIRINGBULU,,
5612,14,1408,140809,KOTO GASIB,,
5613,14,1401,140121,KOTO KAMPAR HULU,,
5614,73,7307,730702,SINJAI SELATAN,,
5615,12,1213,121322,SINUNUKAN,,
5616,94,9402,940216,MOLANIKIME,,
5617,74,7409,740904,MOLAWE,,
5618,53,5302,530222,MOLLO BARAT,,
5619,53,5302,530202,MOLLO SELATAN,,
5620,33,3305,330516,KUWARASAN,,
5621,53,5302,530230,MOLLO TENGAH,,
5622,53,5302,530203,MOLLO UTARA,,
5623,81,8103,810318,MOLU MARU,,
5624,92,9211,921105,MOMI WAREN,,
5625,74,7415,741506,SIOMPU,,
5626,51,5171,517102,DENPASAR TIMUR,,
5627,51,5171,517104,DENPASAR UTARA,,
5628,32,3209,320931,DEPOK,,
5629,53,5308,530815,DETUKELI,,
5630,72,7210,721012,DOLO,,
5631,53,5315,531512,KUWUS BARAT,,
5632,12,1208,120832,DOLOG MASAGAL,,
5633,14,1402,140211,SUNGAI LALA,,
5634,63,6310,631003,SUNGAI LOBAN,,
5635,12,1218,121807,DOLOK MERAWAN,,
5636,12,1208,120820,DOLOK PARDAMEAN,,
5637,35,3507,350701,DONOMULYO,,
5638,33,3320,332016,DONOROJO,,
5639,73,7312,731206,DONRI-DONRI,,
5640,53,5307,530720,DORENG,,
5641,73,7308,730819,DUA BOCCOE,,
5642,95,9507,950709,KUYAWAGE,,
5643,73,7314,731409,DUA PITUE,,
5644,74,7415,741505,SIOMPU BARAT,,
5645,13,1311,131103,KOTO PARIK GADANG DIATEH,,
5646,13,1310,131007,KOTO SALAK,,
5647,13,1371,137111,KOTO TANGAH,,
5648,13,1303,130308,KOTO VII,,
5649,18,1801,180121,BAKAUHENI,,
5650,33,3311,331110,BAKI,,
5651,13,1301,130107,KOTO XI TARUSAN,,
5652,93,9302,930204,KOUH,,
5653,35,3521,352106,KWADUNGAN,,
5654,33,3316,331603,KRADENAN,,
5655,33,3315,331507,KRADENAN,,
5656,33,3317,331712,KRAGAN,,
5657,36,3604,360411,KRAGILAN,,
5658,65,6503,650316,SEMBAKUNG ATULAI,,
5659,64,6409,640903,BABULU,,
5660,74,7413,741302,BARANGKA,,
5661,52,5203,520315,SEMBALUN,,
5662,71,7110,711005,MODAYAG BARAT,,
5663,82,8204,820421,BACAN TIMUR SELATAN,,
5664,71,7105,710522,MOTOLING TIMUR,,
5665,82,8204,820422,BACAN TIMUR TENGAH,,
5666,73,7372,737201,BACUKIKI,,
5667,73,7372,737204,BACUKIKI BARAT,,
5668,35,3509,350907,SEMBORO,,
5669,63,6304,630410,BAKUMPAI,,
5670,35,3505,350505,BAKUNG,,
5671,21,2104,210413,BAKUNG SERUMPUN,,
5672,72,7203,720312,BALAESANG,,
5673,35,3506,350601,SEMEN,,
5674,32,3208,320816,KRAMATMULYA,,
5675,15,1508,150808,MUKO-MUKO BATHIN VII,,
5676,36,3604,360405,KRAMATWATU,,
5677,92,9203,920308,KRAMONGMONGGA,,
5678,72,7205,720501,MOMUNU,,
5679,75,7505,750509,MONANO,,
5680,35,3502,350213,BADEGAN,,
5681,12,1201,120115,BADIRI,,
5682,33,3319,331907,BAE,,
5683,73,7322,732211,BAEBUNTA,,
5684,73,7322,732214,BAEBUNTA SELATAN,,
5685,14,1407,140717,BAGAN SINEMBAH RAYA,,
5686,81,8107,810705,ARU UTARA TIMUR BATULEY,,
5687,14,1407,140705,BAGANSINEMBAH,,
5688,33,3306,330604,BAGELEN,,
5689,35,3518,351814,BAGOR,,
5690,73,7309,730913,MONCONGLOE,,
5691,33,3314,331416,MONDOKAN,,
5692,52,5206,520601,MONTA,,
5693,72,7206,720610,BAHODOPI,,
5694,12,1205,120501,BAHOROK,,
5695,18,1808,180805,BAHUGA,,
5696,74,7405,740520,BAITO,,
5697,73,7304,730409,ARUNGKEKE,,
5698,13,1307,130710,SITUJUAH LIMO NAGARI,,
5699,53,5309,530915,BAJAWA UTARA,,
5700,73,7306,730602,BAJENG,,
5701,73,7306,730612,BAROMBONG,,
5702,35,3518,351810,BARON,,
5703,74,7471,747103,BARUGA,,
5704,32,3212,321209,KRANGKENG,,
5705,32,3272,327205,BAROS,,
5706,35,3506,350603,KRAS,,
5707,34,3471,347109,KRATON,,
5708,53,5316,531603,BOAWAE,,
5709,35,3514,351416,KRATON,,
5710,36,3604,360422,BAROS,,
5711,65,6503,650305,KRAYAN,,
5712,65,6503,650319,KRAYAN BARAT,,
5713,65,6503,650307,KRAYAN SELATAN,,
5714,65,6503,650317,KRAYAN TENGAH,,
5715,65,6503,650318,KRAYAN TIMUR,,
5716,35,3513,351315,KREJENGAN,,
5717,82,8207,820704,MOROTAI UTARA,,
5718,92,9206,920622,MOSKONA BARAT,,
5719,52,5204,520419,LABANGKA,,
5720,92,9206,920605,MOSKONA SELATAN,,
5721,35,3578,357815,KREMBANGAN,,
5722,14,1401,140105,KUOK,,
5723,53,5301,530105,KUPANG BARAT,,
5724,53,5301,530108,KUPANG TENGAH,,
5725,53,5301,530106,KUPANG TIMUR,,
5726,92,9206,920624,MOSKONA TIMUR,,
5727,35,3516,351618,MOJOANYAR,,
5728,35,3523,352304,BANCAR,,
5729,81,8101,810109,BANDA,,
5730,96,9604,960415,ASES,,
5731,11,1103,110315,BANDA ALAM,,
5732,64,6471,647102,BALIKPAPAN BARAT,,
5733,11,1118,111806,BANDAR BARU,,
5734,11,1118,111804,BANDAR DUA,,
5735,12,1208,120822,BANDAR HULUAN,,
5736,16,1608,160820,BUAY PEMUKA BANGSA RAJA,,
5737,35,3515,351503,KREMBUNG,,
5738,64,6471,647105,BALIKPAPAN SELATAN,,
5739,36,3603,360306,KRESEK,,
5740,64,6471,647101,BALIKPAPAN TIMUR,,
5741,74,7402,740231,ASINUA,,
5742,64,6471,647103,BALIKPAPAN UTARA,,
5743,13,1304,130410,SALIMPAUNG,,
5744,34,3402,340203,KRETEK,,
5745,92,9206,920606,MOSKONA UTARA,,
5746,96,9602,960210,MOSWAREN,,
5747,82,8271,827104,MOTI,,
5748,72,7208,720815,BALINGGI,,
5749,76,7603,760312,BALLA,,
5750,35,3578,357813,BUBUTAN,,
5751,76,7606,760603,BUDONG-BUDONG,,
5752,72,7203,720309,LABUAN,,
5753,35,3515,351515,BUDURAN,,
5754,52,5204,520420,BUER,,
5755,35,3515,351511,KRIAN,,
5756,75,7504,750410,DUHIADAA,,
5757,35,3578,357821,DUKUH PAKIS,,
5758,14,1472,147202,DUMAI TIMUR,,
5759,82,8203,820316,GALELA SELATAN,,
5760,33,3328,332813,DUKUHTURI,,
5761,32,3209,320916,DUKUPUNTANG,,
5762,94,9403,940306,DUMADAMA,,
5763,33,3303,330309,BOBOTSARI,,
5764,14,1472,147201,DUMAI BARAT,,
5765,93,9302,930213,FIRIWAGE,,
5766,14,1472,147207,DUMAI SELATAN,,
5767,95,9501,950132,MULIAMA,,
5768,75,7571,757108,DUMBO RAYA,,
5769,16,1603,160326,EMPAT PETULAI DANGKU,,
5770,95,9504,950423,DUNDU,,
5771,62,6204,620404,DUSUN UTARA,,
5772,91,9103,910318,GRESI SELATAN,,
5773,71,7101,710135,DUMOGA TENGAH,,
5774,36,3601,360112,LABUAN,,
5775,75,7501,750124,DUNGALIYO,,
5776,75,7571,757104,DUNGINGI,,
5777,35,3578,357808,GUBENG,,
5778,33,3315,331517,GUBUG,,
5779,13,1308,130812,DUO KOTO,,
5780,35,3508,350813,GUCIALIT,,
5781,35,3517,351702,GUDO,,
5782,35,3503,350313,DURENAN,,
5783,74,7403,740317,DURUKA,,
5784,81,8104,810413,FENA LEISELA,,
5785,63,6307,630703,LABUAN AMAS SELATAN,,
5786,12,1214,121402,GOMO,,
5787,62,6213,621305,DUSUN TENGAH,,
5788,35,3513,351309,GADING,,
5789,74,7403,740332,TONGKUNO SELATAN,,
5790,95,9504,950425,EGIAM,,
5791,95,9502,950232,EIPUMEK,,
5792,61,6106,610604,EMBALOH HULU,,
5793,73,7318,731819,GANDANGBATU SILLANAN,,
5794,11,1111,111107,GANDAPURA,,
5795,95,9508,950824,EMBETPEN,,
5796,16,1604,160430,MULAK SEBINGKAI,,
5797,13,1305,130517,ENAM LINGKUNG,,
5798,53,5308,530820,ENDE TIMUR,,
5799,95,9503,950331,ENDOMEN,,
5800,18,1871,187117,ENGGAL,,
5801,16,1610,161008,INDRALAYA SELATAN,,
5802,94,9405,940525,ERELMAKAWIA,,
5803,71,7104,710404,ESSANG,,
5804,17,1771,177102,GADING CEMPAKA,,
5805,11,1117,111710,GAJAH PUTIH,,
5806,33,3374,337409,GAJAHMUNGKUR,,
5807,53,5305,530511,PULAU PURA,,
5808,12,1207,120719,GALANG,,
5809,61,6101,610111,GALING,,
5810,95,9508,950820,INIKGAL,,
5811,95,9507,950729,GELOK BEAM,,
5812,35,3505,350520,WATES,,
5813,35,3506,350606,WATES,,
5814,34,3401,340102,WATES,,
5815,35,3528,352803,GALIS,,
5816,31,3171,317101,GAMBIR,,
5817,63,6303,630303,GAMBUT,,
5818,14,1401,140102,KAMPAR,,
5819,35,3529,352910,GANDING,,
5820,35,3503,350310,GANDUSARI,,
5821,32,3211,321119,GANEAS,,
5822,33,3301,330106,KROYA,,
5823,32,3212,321202,KROYA,,
5824,35,3513,351308,KRUCIL,,
5825,32,3208,320808,GARAWANGI,,
5826,11,1106,110621,KRUENG BARONA JAYA,,
5827,94,9403,940315,NAKAMA,,
5828,35,3525,352502,BALONGPANGGANG,,
5829,14,1401,140107,KAMPAR KIRI,,
5830,95,9501,950133,BUGI,,
5831,95,9504,950434,GIKA,,
5832,16,1607,160708,MUARA TELANG,,
5833,73,7311,731107,BALUSU,,
5834,73,7326,732610,BALUSU,,
5835,76,7601,760110,BAMBAIRA,,
5836,95,9503,950324,PRONGGOLI,,
5837,32,3273,327309,BANDUNG WETAN,,
5838,64,6402,640218,MUARA WIS,,
5839,93,9303,930313,BAMGI,,
5840,74,7409,740910,MOTUI,,
5841,96,9604,960414,BAMUSBAMA,,
5842,72,7203,720308,BANAWA,,
5843,35,3516,351608,MOJOSARI,,
5844,11,1116,111609,BANDA MULIA,,
5845,18,1813,181308,KRUI SELATAN,,
5846,11,1111,111114,KUALA,,
5847,12,1205,120503,KUALA,,
5848,11,1115,111501,KUALA,,
5849,62,6205,620501,MONTALLAT,,
5850,75,7501,750114,MOOTILANGO,,
5851,33,3301,330124,KAMPUNG LAUT,,
5852,96,9604,960408,MORAID,,
5853,74,7405,740510,MORAMO,,
5854,11,1110,111014,KUALA BARU,,
5855,15,1506,150612,KUALA BETARA,,
5856,74,7405,740516,MORAMO UTARA,,
5857,72,7212,721206,MORI UTARA,,
5858,21,2102,210201,MORO,,
5859,91,9103,910314,NAMBLUONG,,
5860,12,1221,122113,BARUMUN BARU,,
5861,15,1507,150708,KUALA JAMBI,,
5862,74,7405,740515,MOWILA,,
5863,73,7311,731103,BARRU,,
5864,63,6310,631010,KURANJI,,
5865,63,6301,630104,KURAU,,
5866,16,1609,160903,BANDING AGUNG,,
5867,33,3308,330814,BANDONGAN,,
5868,36,3604,360434,BANDUNG,,
5869,35,3504,350417,BANDUNG,,
5870,62,6203,620308,BASARANG,,
5871,72,7204,720404,BASIDONDO,,
5872,13,1306,130608,BASO,,
5873,52,5201,520103,NARMADA,,
5874,73,7317,731701,BASSE SANGTEMPE,,
5875,73,7317,731722,BASSE SANGTEMPE UTARA,,
5876,81,8104,810410,BATABUAL,,
5877,92,9206,920610,KURI,,
5878,75,7571,757102,KOTA SELATAN,,
5879,11,1107,110709,KOTA SIGLI,,
5880,53,5302,530201,KOTA SOE,,
5881,35,3529,352901,KOTA SUMENEP,,
5882,92,9207,920709,KURI WAMESA,,
5883,93,9301,930111,KURIK,,
5884,33,3312,331225,PUHPELEM,,
5885,95,9503,950301,KURIMA,,
5886,94,9404,940409,KUALA KENCANA,,
5887,11,1115,111507,KUALA PESISIR,,
5888,12,1221,122107,BARUMUN,,
5889,35,3524,352402,BLULUK,,
5890,53,5302,530221,KUALIN,,
5891,16,1603,160325,LUBAI ULU,,
5892,76,7605,760501,BANGGAE,,
5893,76,7605,760508,BANGGAE TIMUR,,
5894,72,7211,721101,BANGGAI,,
5895,75,7501,750105,BATUDAA PANTAI,,
5896,72,7211,721106,BANGGAI SELATAN,,
5897,72,7211,721107,BANGGAI TENGAH,,
5898,72,7211,721102,BANGGAI UTARA,,
5899,12,1223,122303,KUALUH HILIR,,
5900,35,3529,352905,BLUTO,,
5901,12,1223,122302,KUALUH LEIDONG,,
5902,73,7304,730401,BANGKALA,,
5903,63,6311,631105,LAMPIHONG,,
5904,14,1401,140115,BANGKINANG,,
5905,12,1223,122308,KUALUH SELATAN,,
5906,63,6307,630704,LABUAN AMAS UTARA,,
5907,53,5302,530211,KUANFATU,,
5908,91,9106,910614,ANDEY,,
5909,51,5108,510804,BANJAR,,
5910,32,3279,327901,BANJAR,,
5911,36,3601,360120,BANJAR,,
5912,18,1805,180508,BANJAR AGUNG,,
5913,18,1805,180529,BANJAR BARU,,
5914,18,1805,180520,BANJAR MARGO,,
5915,32,3204,320413,BANJARAN,,
5916,12,1225,122504,MORO`O,,
5917,64,6407,640716,NYUATAN,,
5918,91,9106,910616,BRUYADORI,,
5919,16,1605,160514,BTS. ULU,,
5920,73,7317,731708,BUA,,
5921,32,3207,320737,BANJARANYAR,,
5922,63,6371,637103,BANJARMASIN BARAT,,
5923,63,6371,637101,BANJARMASIN SELATAN,,
5924,73,7371,737109,PANAKKUKANG,,
5925,33,3316,331611,BANJAREJO,,
5926,33,3329,332917,BANJARHARJO,,
5927,33,3304,330409,BANJARMANGU,,
5928,74,7403,740334,BATUKARA,,
5929,62,6213,621302,BANUA LIMA,,
5930,33,3302,330211,BANYUMAS,,
5931,18,1810,181006,BANYUMAS,,
5932,33,3325,332515,BANYUPUTIH,,
5933,35,3512,351214,BANYUPUTIH,,
5934,32,3205,320506,BANYURESMI,,
5935,63,6371,637104,BANJARMASIN UTARA,,
5936,33,3304,330406,BANJARNEGARA,,
5937,32,3207,320718,BANJARSARI,,
5938,33,3372,337205,BANJARSARI,,
5939,52,5202,520203,BATUKLIANG,,
5940,36,3602,360209,BANJARSARI,,
5941,32,3205,320523,BANJARWANGI,,
5942,18,1808,180803,BANJIT,,
5943,33,3323,332316,BANSARI,,
5944,73,7303,730302,BANTAENG,,
5945,14,1403,140302,BANTAN,,
5946,14,1409,140904,KUANTAN HILIR,,
5947,14,1409,140913,KUANTAN HILIR SEBERANG,,
5948,35,3506,350622,BANYAKAN,,
5949,95,9507,950730,KULY LANNY,,
5950,52,5201,520108,LABUAPI,,
5951,62,6201,620101,KUMAI,,
5952,33,3373,337303,ARGOMULYO,,
5953,14,1409,140901,KUANTAN MUDIK,,
5954,14,1409,140902,KUANTAN TENGAH,,
5955,13,1302,130210,KUBUNG,,
5956,51,5108,510808,KUBUTAMBAHAN,,
5957,92,9206,920616,AROBA,,
5958,76,7601,760103,BARAS,,
5959,74,7405,740505,LANDONO,,
5960,91,9111,911102,ARSO,,
5961,33,3312,331207,BATURETNO,,
5962,53,5314,531410,LANDU LEKO,,
5963,17,1708,170802,UJAN MAS,,
5964,35,3517,351717,KUDU,,
5965,74,7410,741001,KULISUSU,,
5966,74,7410,741004,KULISUSU BARAT,,
5967,14,1404,140406,GAUNG ANAK SERKA,,
5968,35,3515,351516,GEDANGAN,,
5969,32,3273,327327,GEDEBAGE,,
5970,35,3516,351614,GEDEG,,
5971,18,1805,180506,GEDUNG AJI,,
5972,33,3302,330222,BATURRADEN,,
5973,18,1805,180527,GEDUNG AJI BARU,,
5974,32,3209,320928,GEGESIK,,
5975,71,7104,710408,GEMEH,,
5976,33,3314,331413,GEMOLONG,,
5977,32,3209,320937,GEMPOL,,
5978,35,3578,357807,GENTENG,,
5979,33,3374,337405,GENUK,,
5980,15,1507,150710,GERAGAI,,
5981,95,9508,950805,GESELMA,,
5982,95,9504,950418,GILUBANDU,,
5983,33,3327,332705,BODEH,,
5984,95,9501,950119,ITLAY HISAGE,,
5985,33,3314,331418,GESI,,
5986,73,7313,731313,GILIRENG,,
5987,19,1971,197107,GIRIMAYA,,
5988,33,3312,331202,GIRITONTRO,,
5989,12,1208,120816,GIRSANG SIPANGAN BOLON,,
5990,11,1107,110729,GLUMPANG BARO,,
5991,62,6204,620405,GN. BINTANG AWAI,,
5992,95,9507,950724,GOA BALIM,,
5993,33,3305,330519,GOMBONG,,
5994,94,9403,940304,BOGABAIDA,,
5995,94,9405,940508,GOME,,
5996,35,3504,350409,GONDANG,,
5997,35,3507,350710,GONDANGLEGI,,
5998,33,3313,331313,GONDANGREJO,,
5999,35,3514,351418,GONDANGWETAN,,
6000,35,3514,351420,GRATI,,
6001,32,3209,320938,GREGED,,
6003,74,7414,741406,GU,,
6004,13,1307,130702,GUGUAK,,
6005,64,6407,640712,BONGAN,,
6006,12,1208,120815,HARANGGAOL HORISAN,,
6007,13,1302,130209,IX KOTO SUNGAI LASI,,
6008,16,1604,160421,GUMAY TALANG,,
6009,16,1604,160425,GUMAY ULU,,
6010,72,7210,721008,GUMBASA,,
6011,95,9507,950734,GUNA,,
6012,74,7471,747108,KADIA,,
6013,95,9504,950420,GUNDAGI,,
6014,18,1806,180621,GUNUNG ALIP,,
6015,35,3578,357825,GUNUNG ANYAR,,
6016,32,3212,321222,BONGAS,,
6017,15,1501,150101,GUNUNG RAYA,,
6018,31,3171,317108,JOHAR BARU,,
6019,32,3209,320921,GUNUNG JATI,,
6020,33,3313,331317,JENAWI,,
6021,36,3603,360332,GUNUNG KALER,,
6022,91,9111,911111,KAISENAR,,
6023,18,1807,180718,GUNUNG PELINDUNG,,
6024,92,9206,920615,KAITARO,,
6025,73,7302,730206,KAJANG,,
6026,62,6205,620503,GUNUNG PUREI,,
6027,73,7318,731803,BONGGAKARADENG,,
6028,36,3604,360433,GUNUNGSARI,,
6029,35,3527,352714,KARANGPENANG,,
6030,33,3301,330112,KARANGPUCUNG,,
6031,12,1211,121112,GUNUNG SITEMBER,,
6032,33,3315,331502,KARANGRAYUNG,,
6033,33,3303,330310,KARANGREJA,,
6034,13,1302,130207,GUNUNG TALANG,,
6035,35,3520,352013,KARANGREJO,,
6036,16,1613,161305,KARANG DAPO,,
